Album,Artist,Bytes,City,Company,Composer,Country,CustomerID,Email,FirstName,Genre,InvoiceDate,InvoiceID,LastName,MediaType,Milliseconds,Number of Records,Phone,PostalCode,Quantity,Region,State,Track,UnitPrice
Chemical Wedding,Bruce Dickinson,8.02M,Buenos Aires,,Roy Z,Argentina,56,diego.gutierrez@yahoo.ar,Diego,Metal,7/08/2010 12:00:00 AM,216,Gutierrez,MPEG audio file,246177,1,+54 (0)11 4311 4333,1106,5,South America,,Chemical Wedding,0.99
Chemical Wedding,Bruce Dickinson,9.44M,Santiago,,Roy Z,Chile,57,luisrojas@yahoo.cl,Luis,Metal,20/08/2010 12:00:00 AM,217,Rojas,MPEG audio file,285257,1,+56 (0)2 635 4444,,1,South America,,The Tower,0.99
Chemical Wedding,Bruce Dickinson,11.82M,Bangalore,,Roy Z,India,59,puja_srivastava@yahoo.in,Puja,Metal,20/08/2010 12:00:00 AM,218,Srivastava,MPEG audio file,359131,1,+91 080 22289999,560001,4,Asia,,Trupets Of Jericho,0.99
Chemical Wedding,Bruce Dickinson,8.63M,Bangalore,,Roy Z,India,59,puja_srivastava@yahoo.in,Puja,Metal,20/08/2010 12:00:00 AM,218,Srivastava,MPEG audio file,265351,1,+91 080 22289999,560001,5,Asia,,Gates Of Urizen,0.99
Chemical Wedding,Bruce Dickinson,8.85M,Santiago,,Adrian Smith,Chile,57,luisrojas@yahoo.cl,Luis,Metal,20/08/2010 12:00:00 AM,217,Rojas,MPEG audio file,269557,1,+56 (0)2 635 4444,,5,South America,,Killing Floor,0.99
The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,7.69M,Stuttgart,,Al Perkins/Willie Dixon,Germany,2,leonekohler@surfeu.de,Leonie,Blues,21/08/2010 12:00:00 AM,219,Kahler,MPEG audio file,235311,1,+49 0711 2842222,70174,1,Europe,,When My Left Eye Jumps,0.99
Chemical Wedding,Bruce Dickinson,16.55M,Stuttgart,,Roy Z,Germany,2,leonekohler@surfeu.de,Leonie,Metal,21/08/2010 12:00:00 AM,219,Kahler,MPEG audio file,509413,1,+49 0711 2842222,70174,1,Europe,,The Alchemist,0.99
The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,14.18M,Stuttgart,,Buddy Guy,Germany,2,leonekohler@surfeu.de,Leonie,Blues,21/08/2010 12:00:00 AM,219,Kahler,MPEG audio file,433397,1,+49 0711 2842222,70174,2,Europe,,Stone Crazy,0.99
The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,4.60M,Stuttgart,,Eurreal Montgomery,Germany,2,leonekohler@surfeu.de,Leonie,Blues,21/08/2010 12:00:00 AM,219,Kahler,MPEG audio file,140434,1,+49 0711 2842222,70174,2,Europe,,First Time I Met The Blues,0.99
Prenda Minha,Caetano Veloso,2.75M,Prague,,Caetano Veloso,Czech Republic,6,hholy@gmail.com,Helena,Latin,22/08/2010 12:00:00 AM,220,Hola,MPEG audio file,84088,1,+420 2 4177 0449,14300,1,Europe,,"Texto ""Verdade Tropical""",0.99
Prenda Minha,Caetano Veloso,5.92M,Prague,,Chico Buarque,Czech Republic,6,hholy@gmail.com,Helena,Latin,22/08/2010 12:00:00 AM,220,Hola,MPEG audio file,181812,1,+420 2 4177 0449,14300,2,Europe,,Carolina,0.99
Prenda Minha,Caetano Veloso,3.23M,Prague,,Tradicional,Czech Republic,6,hholy@gmail.com,Helena,Latin,22/08/2010 12:00:00 AM,220,Hola,MPEG audio file,99369,1,+420 2 4177 0449,14300,3,Europe,,Prenda Minha,0.99
Prenda Minha,Caetano Veloso,10.00M,Prague,,Caetano Veloso - Djavan,Czech Republic,6,hholy@gmail.com,Helena,Latin,22/08/2010 12:00:00 AM,220,Hola,MPEG audio file,299337,1,+420 2 4177 0449,14300,4,Europe,,Linha Do Equador,0.99
Prenda Minha,Caetano Veloso,9.41M,Prague,,Fausto Nilo - Armandinho,Czech Republic,6,hholy@gmail.com,Helena,Latin,22/08/2010 12:00:00 AM,220,Hola,MPEG audio file,281730,1,+420 2 4177 0449,14300,4,Europe,,Vida Boa,0.99
The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,6.02M,Prague,,Robert Geddins/Ron Badger/Sheldon Feinberg,Czech Republic,6,hholy@gmail.com,Helena,Blues,22/08/2010 12:00:00 AM,220,Hola,MPEG audio file,182491,1,+420 2 4177 0449,14300,5,Europe,,My Time After Awhile,0.99
Afrociberdelia,Chico Science & NaÃ§Ã£o Zumbi,4.27M,Rio de Janeiro,Riotur,Chico Science,Brazil,12,roberto.almeida@riotur.gov.br,Roberto,Latin,25/08/2010 12:00:00 AM,221,Almeida,MPEG audio file,126615,1,+55 (21) 2271-7000,20040-020,1,South America,RJ,Um SatÃ©lite Na CabeÃ§a,0.99
Afrociberdelia,Chico Science & NaÃ§Ã£o Zumbi,7.54M,Rio de Janeiro,Riotur,Chico Science,Brazil,12,roberto.almeida@riotur.gov.br,Roberto,Latin,25/08/2010 12:00:00 AM,221,Almeida,MPEG audio file,227317,1,+55 (21) 2271-7000,20040-020,1,South America,RJ,Samba Do Lado,0.99
Minha Historia,Chico Buarque,8.78M,Rio de Janeiro,Riotur,,Brazil,12,roberto.almeida@riotur.gov.br,Roberto,Latin,25/08/2010 12:00:00 AM,221,Almeida,MPEG audio file,260257,1,+55 (21) 2271-7000,20040-020,3,South America,RJ,Meu Caro Amigo,0.99
Afrociberdelia,Chico Science & NaÃ§Ã£o Zumbi,1.10M,Rio de Janeiro,Riotur,Chico Science,Brazil,12,roberto.almeida@riotur.gov.br,Roberto,Latin,25/08/2010 12:00:00 AM,221,Almeida,MPEG audio file,33149,1,+55 (21) 2271-7000,20040-020,3,South America,RJ,Mateus Enter,0.99
Afrociberdelia,Chico Science & NaÃ§Ã£o Zumbi,5.88M,Rio de Janeiro,Riotur,Chico Science,Brazil,12,roberto.almeida@riotur.gov.br,Roberto,Latin,25/08/2010 12:00:00 AM,221,Almeida,MPEG audio file,175333,1,+55 (21) 2271-7000,20040-020,3,South America,RJ,Amor De Muito,0.99
Da Lama Ao Caos,Chico Science & NaÃ§Ã£o Zumbi,8.15M,Rio de Janeiro,Riotur,,Brazil,12,roberto.almeida@riotur.gov.br,Roberto,Latin,25/08/2010 12:00:00 AM,221,Almeida,MPEG audio file,243644,1,+55 (21) 2271-7000,20040-020,3,South America,RJ,Banditismo Por Uma Questa,0.99
Minha Historia,Chico Buarque,6.37M,Rio de Janeiro,Riotur,,Brazil,12,roberto.almeida@riotur.gov.br,Roberto,Latin,25/08/2010 12:00:00 AM,221,Almeida,MPEG audio file,186801,1,+55 (21) 2271-7000,20040-020,4,South America,RJ,Morena De Angola,0.99
Minha Historia,Chico Buarque,12.36M,Rio de Janeiro,Riotur,,Brazil,12,roberto.almeida@riotur.gov.br,Roberto,Latin,25/08/2010 12:00:00 AM,221,Almeida,MPEG audio file,369763,1,+55 (21) 2271-7000,20040-020,4,South America,RJ,Vai Passar,0.99
Da Lama Ao Caos,Chico Science & NaÃ§Ã£o Zumbi,2.90M,Rio de Janeiro,Riotur,,Brazil,12,roberto.almeida@riotur.gov.br,Roberto,Latin,25/08/2010 12:00:00 AM,221,Almeida,MPEG audio file,88868,1,+55 (21) 2271-7000,20040-020,5,South America,RJ,Maracatu De Tiro Certeiro,0.99
Chill: Brazil (Disc 1),Marcos Valle,6.19M,Reno,,Luiz Melodia/Ricardo Augusto,USA,21,kachase@hotmail.com,Kathy,Latin,30/08/2010 12:00:00 AM,222,Chase,MPEG audio file,184320,1,+1 (775) 223-7665,89503,1,North  America,NV,MistÃ©rio da RaÃ§a,0.99
Cidade Negra - Hits,Cidade Negra,8.19M,Reno,,Bino/Da Gama/Ras Bernardo,USA,21,kachase@hotmail.com,Kathy,Reggae,30/08/2010 12:00:00 AM,222,Chase,MPEG audio file,244950,1,+1 (775) 223-7665,89503,2,North  America,NV,Falar A Verdade,0.99
BBC Sessions [Disc 1] [Live],Led Zeppelin,6.29M,Reno,,Jimmy Page/John Bonham/John Paul Jones,USA,21,kachase@hotmail.com,Kathy,Rock,30/08/2010 12:00:00 AM,222,Chase,MPEG audio file,192653,1,+1 (775) 223-7665,89503,2,North  America,NV,Communication Breakdown,0.99
Carnaval 2001,Various Artists,9.63M,Reno,,,USA,21,kachase@hotmail.com,Kathy,Soundtrack,30/08/2010 12:00:00 AM,222,Chase,MPEG audio file,283454,1,+1 (775) 223-7665,89503,2,North  America,NV,Camisa Verde 2001,0.99
Chill: Brazil (Disc 2),AntÃ´nio Carlos Jobim,10.34M,Reno,,VÃ¡rios,USA,21,kachase@hotmail.com,Kathy,Latin,30/08/2010 12:00:00 AM,222,Chase,MPEG audio file,313704,1,+1 (775) 223-7665,89503,3,North  America,NV,Tarde Em ItapoÃ£,0.99
Na Pista,ClÃ¡udio Zoli,8.87M,Reno,,,USA,21,kachase@hotmail.com,Kathy,Latin,30/08/2010 12:00:00 AM,222,Chase,MPEG audio file,266605,1,+1 (775) 223-7665,89503,3,North  America,NV,Felicidade Urgente,0.99
Chill: Brazil (Disc 1),Marcos Valle,8.26M,Reno,,Jorge Ben,USA,21,kachase@hotmail.com,Kathy,Latin,30/08/2010 12:00:00 AM,222,Chase,MPEG audio file,248398,1,+1 (775) 223-7665,89503,3,North  America,NV,Mas Que Nada,0.99
AxÃ© Bahia 2001,Various Artists,6.46M,Reno,,Luiz Wanderley/Paulo Levi,USA,21,kachase@hotmail.com,Kathy,Pop,30/08/2010 12:00:00 AM,222,Chase,MPEG audio file,190093,1,+1 (775) 223-7665,89503,3,North  America,NV,Levada do Amor (Ailoviu),0.99
Bongo Fury,Frank Zappa & Captain Beefheart,22.08M,Reno,,Frank Zappa,USA,21,kachase@hotmail.com,Kathy,Rock,30/08/2010 12:00:00 AM,222,Chase,MPEG audio file,677694,1,+1 (775) 223-7665,89503,3,North  America,NV,Advance Romance,0.99
AcÃºstico MTV [Live],Cidade Negra,5.75M,Reno,,Bino Farias/Da Gamma/LazÃ£o/RÃ¡s Bernard,USA,21,kachase@hotmail.com,Kathy,Reggae,30/08/2010 12:00:00 AM,222,Chase,MPEG audio file,173008,1,+1 (775) 223-7665,89503,4,North  America,NV,Pensamento,0.99
AcÃºstico MTV [Live],Cidade Negra,6.46M,Reno,,Herbert Vianna,USA,21,kachase@hotmail.com,Kathy,Reggae,30/08/2010 12:00:00 AM,222,Chase,MPEG audio file,194220,1,+1 (775) 223-7665,89503,4,North  America,NV,Soldado Da Paz,0.99
Cidade Negra - Hits,Cidade Negra,7.03M,Reno,,Fausto Nilo/Moraes Moreira/Pepeu Gomes,USA,21,kachase@hotmail.com,Kathy,Reggae,30/08/2010 12:00:00 AM,222,Chase,MPEG audio file,211147,1,+1 (775) 223-7665,89503,4,North  America,NV,Eu TambÃ©m Quero Beijar,0.99
Chill: Brazil (Disc 2),AntÃ´nio Carlos Jobim,7.82M,Reno,,VÃ¡rios,USA,21,kachase@hotmail.com,Kathy,Latin,30/08/2010 12:00:00 AM,222,Chase,MPEG audio file,237714,1,+1 (775) 223-7665,89503,5,North  America,NV,Um Jantar Pra Dois,0.99
BBC Sessions [Disc 1] [Live],Led Zeppelin,12.38M,Reno,,Willie Dixon,USA,21,kachase@hotmail.com,Kathy,Rock,30/08/2010 12:00:00 AM,222,Chase,MPEG audio file,380551,1,+1 (775) 223-7665,89503,5,North  America,NV,I Can't Quit You Baby(2),0.99
Garage Inc. (Disc 1),Metallica,9.94M,Porto,,Traditional,Portugal,35,masampaio@sapo.pt,Madalena,Metal,7/09/2010 12:00:00 AM,223,Sampaio,MPEG audio file,305005,1,+351 (225) 022-448,,1,Europe,,Whiskey In The Jar,0.99
Greatest Hits II,Queen,7.74M,Berlin,,Queen & David Bowie,Germany,38,nschroder@surfeu.de,Niklas,Rock,20/09/2010 12:00:00 AM,225,Schroeder,MPEG audio file,236617,1,+49 030 2141444,10779,1,Europe,,Under Pressure,0.99
Garage Inc. (Disc 1),Metallica,17.90M,Berlin,,Collins/Van Zandt,Germany,36,hannah.schneider@yahoo.de,Hannah,Metal,20/09/2010 12:00:00 AM,224,Schneider,MPEG audio file,545750,1,+49 030 26550280,10789,3,Europe,,Tuesday's Gone,0.99
Greatest Hits II,Queen,7.88M,Berlin,,Queen,Germany,38,nschroder@surfeu.de,Niklas,Rock,20/09/2010 12:00:00 AM,225,Schroeder,MPEG audio file,241684,1,+49 030 2141444,10779,3,Europe,,I Want It All,0.99
Garage Inc. (Disc 1),Metallica,9.38M,Berlin,,Molaney/Morris/Roberts/Wainwright,Germany,36,hannah.schneider@yahoo.de,Hannah,Metal,20/09/2010 12:00:00 AM,224,Schneider,MPEG audio file,287973,1,+49 030 26550280,10789,5,Europe,,The More I See,0.99
Greatest Hits II,Queen,8.19M,Paris,,Queen,France,40,dominiquelefebvre@gmail.com,Dominique,Rock,21/09/2010 12:00:00 AM,226,Lefebvre,MPEG audio file,248032,1,+33 01 47 42 71 71,75002,1,Europe,,I'm Going Slightly Mad,0.99
Greatest Hits II,Queen,8.15M,Paris,,Queen,France,40,dominiquelefebvre@gmail.com,Dominique,Rock,21/09/2010 12:00:00 AM,226,Lefebvre,MPEG audio file,249234,1,+33 01 47 42 71 71,75002,5,Europe,,Breakthru,0.99
Greatest Hits II,Queen,8.92M,Paris,,Queen,France,40,dominiquelefebvre@gmail.com,Dominique,Rock,21/09/2010 12:00:00 AM,226,Lefebvre,MPEG audio file,273057,1,+33 01 47 42 71 71,75002,5,Europe,,Headlong,0.99
Greatest Hits II,Queen,12.66M,Paris,,Queen,France,40,dominiquelefebvre@gmail.com,Dominique,Rock,21/09/2010 12:00:00 AM,226,Lefebvre,MPEG audio file,387761,1,+33 01 47 42 71 71,75002,5,Europe,,Innuendo,0.99
Greatest Hits II,Queen,8.53M,Helsinki,,Queen,Finland,44,terhi.hamalainen@apple.fi,Terhi,Rock,22/09/2010 12:00:00 AM,227,Hamamalinen,MPEG audio file,263784,1,+358 09 870 2000,530,1,Europe,,The Show Must Go On,0.99
Greatest Kiss,Kiss,7.11M,Helsinki,,Paul Stanley,Finland,44,terhi.hamalainen@apple.fi,Terhi,Rock,22/09/2010 12:00:00 AM,227,Hamamalinen,MPEG audio file,216032,1,+358 09 870 2000,530,2,Europe,,Hard Luck Woman,0.99
Greatest Kiss,Kiss,9.02M,Helsinki,,"Paul Stanley, Vincent Poncia, Desmond Child",Finland,44,terhi.hamalainen@apple.fi,Terhi,Rock,22/09/2010 12:00:00 AM,227,Hamamalinen,MPEG audio file,271360,1,+358 09 870 2000,530,3,Europe,,I Was Made For Loving You,0.99
Greatest Kiss,Kiss,5.36M,Helsinki,,"S. Penridge, Bob Ezrin, Peter Criss",Finland,44,terhi.hamalainen@apple.fi,Terhi,Rock,22/09/2010 12:00:00 AM,227,Hamamalinen,MPEG audio file,166974,1,+358 09 870 2000,530,3,Europe,,Beth,0.99
Greatest Kiss,Kiss,6.80M,Helsinki,,Gene Simmons,Finland,44,terhi.hamalainen@apple.fi,Terhi,Rock,22/09/2010 12:00:00 AM,227,Hamamalinen,MPEG audio file,207333,1,+358 09 870 2000,530,4,Europe,,Plaster Caster,0.99
Greatest Kiss,Kiss,7.05M,Helsinki,,"Gene Simmons, S. Coronel",Finland,44,terhi.hamalainen@apple.fi,Terhi,Rock,22/09/2010 12:00:00 AM,227,Hamamalinen,MPEG audio file,216215,1,+358 09 870 2000,530,5,Europe,,Goin' Blind,0.99
Into The Light,David Coverdale,14.36M,Madrid,,David Coverdale,Spain,50,enrique_munoz@yahoo.es,Enrique,Rock,25/09/2010 12:00:00 AM,228,Muaz,MPEG audio file,439510,1,+34 914 454 454,28015,3,Europe,,River Song,0.99
International Superhits,Green Day,2.95M,Madrid,,Billie Joe Armstrong -Words Green Day -Music,Spain,50,enrique_munoz@yahoo.es,Enrique,Alternative & Punk,25/09/2010 12:00:00 AM,228,Muaz,MPEG audio file,90331,1,+34 914 454 454,28015,4,Europe,,Jaded,0.99
Heart of the Night,Spyro Gyra,9.48M,Madrid,,,Spain,50,enrique_munoz@yahoo.es,Enrique,Jazz,25/09/2010 12:00:00 AM,228,Muaz,MPEG audio file,288757,1,+34 914 454 454,28015,4,Europe,,J Squared,0.99
The Essential Miles Davis [Disc 1],Miles Davis,6.22M,Bangalore,,Miles Davis,India,59,puja_srivastava@yahoo.in,Puja,Jazz,30/09/2010 12:00:00 AM,229,Srivastava,MPEG audio file,193410,1,+91 080 22289999,560001,1,Asia,,Jeru,0.99
Up An' Atom,Gene Krupa,11.20M,Bangalore,,,India,59,puja_srivastava@yahoo.in,Puja,Jazz,30/09/2010 12:00:00 AM,229,Srivastava,MPEG audio file,348212,1,+91 080 22289999,560001,2,Asia,,Blue Rythm Fantasy,0.99
The Essential Miles Davis [Disc 2],Miles Davis,10.53M,Bangalore,,Miles Davis,India,59,puja_srivastava@yahoo.in,Puja,Jazz,30/09/2010 12:00:00 AM,229,Srivastava,MPEG audio file,316682,1,+91 080 22289999,560001,2,Asia,,Black Satin,0.99
Minha Historia,Chico Buarque,6.45M,Bangalore,,,India,59,puja_srivastava@yahoo.in,Puja,Latin,30/09/2010 12:00:00 AM,229,Srivastava,MPEG audio file,195944,1,+91 080 22289999,560001,2,Asia,,Um Indio,0.99
Sambas De Enredo 2001,Various Artists,10.00M,Bangalore,,Bizuca/ClÃ³vis PÃª/Gilson Bernini/Marelo D'Aguia,India,59,puja_srivastava@yahoo.in,Puja,Latin,30/09/2010 12:00:00 AM,229,Srivastava,MPEG audio file,298318,1,+91 080 22289999,560001,3,Asia,,Mangueira,0.99
Minha HistÃ³ria,Os Mutantes,9.43M,Bangalore,,Orestes Barbosa-SÃ­lvio Caldas,India,59,puja_srivastava@yahoo.in,Puja,Alternative & Punk,30/09/2010 12:00:00 AM,229,Srivastava,MPEG audio file,284813,1,+91 080 22289999,560001,4,Asia,,ChÃ£o De Estrelas,0.99
Up An' Atom,Gene Krupa,6.09M,Bangalore,,,India,59,puja_srivastava@yahoo.in,Puja,Jazz,30/09/2010 12:00:00 AM,229,Srivastava,MPEG audio file,189596,1,+91 080 22289999,560001,4,Asia,,Bop Boogie,0.99
MK III The Final Concerts [Disc 1],Deep Purple,9.05M,Bangalore,,Coverdale,India,59,puja_srivastava@yahoo.in,Puja,Rock,30/09/2010 12:00:00 AM,229,Srivastava,MPEG audio file,277133,1,+91 080 22289999,560001,4,Asia,,Stormbringer,0.99
Supernatural,Santana,9.60M,Bangalore,,Carlos Santana & KC Porter,India,59,puja_srivastava@yahoo.in,Puja,Rock,30/09/2010 12:00:00 AM,229,Srivastava,MPEG audio file,291160,1,+91 080 22289999,560001,4,Asia,,El Farol,0.99
Minha Historia,Chico Buarque,11.75M,Bangalore,,,India,59,puja_srivastava@yahoo.in,Puja,Latin,30/09/2010 12:00:00 AM,229,Srivastava,MPEG audio file,354011,1,+91 080 22289999,560001,5,Asia,,Fora Da Ordem,0.99
VinÃ­cius De Moraes - Sem Limite,Toquinho & VinÃ­cius,5.55M,Edmonton,Telus,,Canada,14,mphilips12@shaw.ca,Mark,Bossa Nova,8/10/2010 12:00:00 AM,230,Philips,MPEG audio file,168437,1,+1 (780) 434-4554,T6G 2C7,4,North  America,AB,Onde Anda VocÃª,0.99
VinÃ­cius De Moraes - Sem Limite,Toquinho & VinÃ­cius,5.68M,Vancouver,Rogers Canada,,Canada,15,jenniferp@rogers.ca,Jennifer,Bossa Nova,21/10/2010 12:00:00 AM,231,Peterson,MPEG audio file,170631,1,+1 (604) 688-2255,V6C 1G8,1,North  America,BC,Samba Da Volta,0.99
VinÃ­cius De Moraes - Sem Limite,Toquinho & VinÃ­cius,6.77M,Vancouver,Rogers Canada,,Canada,15,jenniferp@rogers.ca,Jennifer,Bossa Nova,21/10/2010 12:00:00 AM,231,Peterson,MPEG audio file,204956,1,+1 (604) 688-2255,V6C 1G8,1,North  America,BC,Canto De Ossanha,0.99
VinÃ­cius De Moraes - Sem Limite,Toquinho & VinÃ­cius,7.93M,Redmond,Microsoft Corporation,,USA,17,jacksmith@microsoft.com,Jack,Bossa Nova,21/10/2010 12:00:00 AM,232,Smith,MPEG audio file,244297,1,+1 (425) 882-8080,98052-8300,2,North  America,WA,Minha Namorada,0.99
VinÃ­cius De Moraes - Sem Limite,Toquinho & VinÃ­cius,4.56M,Redmond,Microsoft Corporation,,USA,17,jacksmith@microsoft.com,Jack,Bossa Nova,21/10/2010 12:00:00 AM,232,Smith,MPEG audio file,137482,1,+1 (425) 882-8080,98052-8300,4,North  America,WA,Formosa,0.99
VinÃ­cius De Moraes - Sem Limite,Toquinho & VinÃ­cius,6.88M,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,Bossa Nova,22/10/2010 12:00:00 AM,233,Goyer,MPEG audio file,211748,1,+1 (408) 996-1010,95014,2,North  America,CA,Pot-Pourri N.Âº 2,0.99
Vozes do MPB,Various Artists,5.40M,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,Latin,22/10/2010 12:00:00 AM,233,Goyer,MPEG audio file,163970,1,+1 (408) 996-1010,95014,2,North  America,CA,Pela Luz dos Olhos Teus (MiÃºcha e Tom Jobim),0.99
VinÃ­cius De Moraes - Sem Limite,Toquinho & VinÃ­cius,5.38M,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,Bossa Nova,22/10/2010 12:00:00 AM,233,Goyer,MPEG audio file,162560,1,+1 (408) 996-1010,95014,4,North  America,CA,Carta Ao Tom 74,0.99
VinÃ­cius De Moraes - Sem Limite,Toquinho & VinÃ­cius,6.34M,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,Bossa Nova,22/10/2010 12:00:00 AM,233,Goyer,MPEG audio file,190667,1,+1 (408) 996-1010,95014,4,North  America,CA,Berimbau,0.99
"Chronicle, Vol. 1",Creedence Clearwater Revival,4.61M,Boston,,J. C. Fogerty,USA,23,johngordon22@yahoo.com,John,Rock,23/10/2010 12:00:00 AM,234,Gordon,MPEG audio file,140146,1,+1 (617) 522-1333,2113,2,North  America,MA,Bad Moon Rising,0.99
"Chronicle, Vol. 1",Creedence Clearwater Revival,5.52M,Boston,,J. C. Fogerty,USA,23,johngordon22@yahoo.com,John,Rock,23/10/2010 12:00:00 AM,234,Gordon,MPEG audio file,164858,1,+1 (617) 522-1333,2113,3,North  America,MA,Down On The Corner,0.99
Vozes do MPB,Various Artists,4.64M,Boston,,,USA,23,johngordon22@yahoo.com,John,Latin,23/10/2010 12:00:00 AM,234,Gordon,MPEG audio file,143464,1,+1 (617) 522-1333,2113,4,North  America,MA,Preciso Apender a Viver SÃ³ (Maysa),0.99
Vozes do MPB,Various Artists,8.03M,Boston,,,USA,23,johngordon22@yahoo.com,John,Latin,23/10/2010 12:00:00 AM,234,Gordon,MPEG audio file,244793,1,+1 (617) 522-1333,2113,5,North  America,MA,Romaria (Renato Teixeira),0.99
CÃ¡ssia Eller - Sem Limite [Disc 1],CÃ¡ssia Eller,8.55M,Toronto,,,Canada,29,robbrown@shaw.ca,Robert,Latin,26/10/2010 12:00:00 AM,235,Brown,MPEG audio file,258586,1,+1 (416) 363-8888,M6J 1V1,1,North  America,ON,Socorro,0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,4.37M,Toronto,,J.C. Fogerty,Canada,29,robbrown@shaw.ca,Robert,Rock,26/10/2010 12:00:00 AM,235,Brown,MPEG audio file,131918,1,+1 (416) 363-8888,M6J 1V1,1,North  America,ON,Don't Look Now,0.99
CÃ¡ssia Eller - ColeÃ§Ã£o Sem Limite [Disc 2],CÃ¡ssia Eller,9.72M,Toronto,,,Canada,29,robbrown@shaw.ca,Robert,Latin,26/10/2010 12:00:00 AM,235,Brown,MPEG audio file,298919,1,+1 (416) 363-8888,M6J 1V1,4,North  America,ON,Woman Is The Nigger Of The World (Ao Vivo),0.99
CÃ¡ssia Eller - ColeÃ§Ã£o Sem Limite [Disc 2],CÃ¡ssia Eller,7.91M,Toronto,,,Canada,29,robbrown@shaw.ca,Robert,Latin,26/10/2010 12:00:00 AM,235,Brown,MPEG audio file,243696,1,+1 (416) 363-8888,M6J 1V1,5,North  America,ON,Brasil,0.99
Slaves And Masters,Deep Purple,7.33M,Berlin,,"Blackmore, Glover, Turner",Germany,38,nschroder@surfeu.de,Niklas,Rock,31/10/2010 12:00:00 AM,236,Schroeder,MPEG audio file,227186,1,+49 030 2141444,10779,1,Europe,,Love Conquers All,0.99
Vault: Def Leppard's Greatest Hits,Def Leppard,8.15M,Berlin,,,Germany,38,nschroder@surfeu.de,Niklas,Rock,31/10/2010 12:00:00 AM,236,Schroeder,MPEG audio file,248424,1,+49 030 2141444,10779,1,Europe,,Rock Of Ages,0.99
Deep Purple In Rock,Deep Purple,6.85M,Berlin,,"Blackmore, Gillan, Glover, Lord, Paice",Germany,38,nschroder@surfeu.de,Niklas,Rock,31/10/2010 12:00:00 AM,236,Schroeder,MPEG audio file,210259,1,+49 030 2141444,10779,3,Europe,,Into The Fire,0.99
The Battle Rages On,Deep Purple,10.87M,Berlin,,roger glover,Germany,38,nschroder@surfeu.de,Niklas,Rock,31/10/2010 12:00:00 AM,236,Schroeder,MPEG audio file,334445,1,+49 030 2141444,10779,3,Europe,,Ramshackle Man,0.99
Djavan Ao Vivo - Vol. 02,Djavan,6.93M,Berlin,,,Germany,38,nschroder@surfeu.de,Niklas,Latin,31/10/2010 12:00:00 AM,236,Schroeder,MPEG audio file,213237,1,+49 030 2141444,10779,4,Europe,,Ãlibi,0.99
Fireball,Deep Purple,12.64M,Berlin,,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",Germany,38,nschroder@surfeu.de,Niklas,Rock,31/10/2010 12:00:00 AM,236,Schroeder,MPEG audio file,385880,1,+49 030 2141444,10779,4,Europe,,No One Came,0.99
Machine Head,Deep Purple,8.98M,Berlin,,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,Germany,38,nschroder@surfeu.de,Niklas,Rock,31/10/2010 12:00:00 AM,236,Schroeder,MPEG audio file,272796,1,+49 030 2141444,10779,4,Europe,,Space Truckin',0.99
Elis Regina-Minha HistÃ³ria,Elis Regina,8.68M,London,,,United Kingdom,52,emma_jones@hotmail.com,Emma,Latin,8/11/2010 12:00:00 AM,237,Jones,MPEG audio file,263026,1,+44 020 7707 0707,N1 5LH,5,Europe,,"Dois Pra LÃ¡, Dois Pra CÃ¡",0.99
Elis Regina-Minha HistÃ³ria,Elis Regina,6.89M,Sidney,,,Australia,55,mark.taylor@yahoo.au,Mark,Latin,21/11/2010 12:00:00 AM,239,Taylor,MPEG audio file,214831,1,+61 (02) 9332 3633,2010,1,Oceania,NSW,Me Deixas Louca,0.99
Elis Regina-Minha HistÃ³ria,Elis Regina,5.53M,London,,,United Kingdom,53,phil.hughes@gmail.com,Phil,Latin,21/11/2010 12:00:00 AM,238,Hughes,MPEG audio file,170788,1,+44 020 7976 5722,SW1V 3EN,3,Europe,,Casa no Campo,0.99
Elis Regina-Minha HistÃ³ria,Elis Regina,7.97M,London,,,United Kingdom,53,phil.hughes@gmail.com,Phil,Latin,21/11/2010 12:00:00 AM,238,Hughes,MPEG audio file,242834,1,+44 020 7976 5722,SW1V 3EN,3,Europe,,Romaria,0.99
Elis Regina-Minha HistÃ³ria,Elis Regina,9.06M,Sidney,,,Australia,55,mark.taylor@yahoo.au,Mark,Latin,21/11/2010 12:00:00 AM,239,Taylor,MPEG audio file,278125,1,+61 (02) 9332 3633,2010,4,Oceania,NSW,Saudosa Maloca,0.99
The Cream Of Clapton,Eric Clapton,8.23M,Santiago,,Bruce/Clapton,Chile,57,luisrojas@yahoo.cl,Luis,Blues,22/11/2010 12:00:00 AM,240,Rojas,MPEG audio file,252891,1,+56 (0)2 635 4444,,1,South America,,Sunshine Of Your Love,0.99
